instruction,input,output,th_instruction,th_input,th_output
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, wondering whether or not you think its possible my pregnancy is still viable? Ive neever had any real symptoms other than going to the toilet more. My LMP was 22 October, I did my first pregnancy test on 26th December, strong positive, did another one one new years eve with a clearblue test and it said 1-2 weeks pregnant and said to add 2 weeks on for how doctor would date it. Did yet another test due to no symptoms on 14th January which said 3+ weeks and again to add 2 weeks for doctors dates. I paid for a private scan on the 21st January and they believed by the size it was only 5 weeks 3 days, 10days on and still no crmaping,no bleeding and no symptoms?","Hello, and I hope I can help you today. There are two possibilities of what could be going on with your pregnancy. If you really did conceive back in October, your pregnancy should be about 12 weeks. This would have been found on the ultrasound examination that you had, but instead the fetus measured only five weeks three days. At five weeks it is not normal to see fetal heartbeat so that is not used in the consideration to make a diagnosis. However, it is possible that you conceived later in the cycle after your. In October. If you actually conceived in late November early December it is still possible that the fetus could be viable and that is just younger than it should be by your dates. So the way to tell the difference would be to get another ultrasound examination and approximately two weeks; by then you should see some evidence of the fetal heartbeat if the pregnancy is normal. Contrary to popular belief, the majority of women do not have pregnancy symptoms. The most reliable sign of pregnancy is a missed menstrual cycle. Furthermore, judging the number of weeks of pregnancy on a urine tests is extremely inaccurate. Pregnancy tests are designed to pick up the hormone Chat Doctor from that whicChatDoctores out in your urine. However, your urine can be diluted by different amounts of water depending upon what time in the day you tested and how much water you Chat Doctor.  Most urine pregnancy tests ask that you use your first morning urine, which has the most concentrated sample, however, even within those restrictions there is a large margin of error. So I would advise, in your situation, that you repeat the ultrasound examination in another 2 to 3 weeks. In the meantime take good care of yourself for the pregnancy by",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,สวัสดีสงสัยว่าคุณคิดว่าการตั้งครรภ์ของฉันยังคงเป็นไปได้หรือไม่?ive neever มีอาการจริง ๆ นอกเหนือจากไปเข้าห้องน้ำมากขึ้นLMP ของฉันคือ 22 ตุลาคมฉันทำการทดสอบการตั้งครรภ์ครั้งแรกของฉันในวันที่ 26 ธันวาคมเป็นบวกอย่างแข็งแกร่งทำอีกหนึ่งปีใหม่ด้วยการทดสอบ ClearBlue และมันบอกว่าตั้งครรภ์ 1-2 สัปดาห์และกล่าวว่าจะเพิ่ม 2 สัปดาห์สำหรับวิธีการที่แพทย์จะเดทกับมันยังทำการทดสอบอีกครั้งเนื่องจากไม่มีอาการในวันที่ 14 มกราคมซึ่งกล่าวว่า 3+ สัปดาห์และอีกครั้งเพื่อเพิ่ม 2 สัปดาห์สำหรับวันที่แพทย์ฉันจ่ายเงินสำหรับการสแกนส่วนตัวในวันที่ 21 มกราคมและพวกเขาเชื่อว่ามีขนาดเพียง 5 สัปดาห์ 3 วัน 10 วันและยังคงไม่มีการ crmaping ไม่มีเลือดออกและไม่มีอาการ?,สวัสดีและฉันหวังว่าวันนี้ฉันจะช่วยคุณได้มีความเป็นไปได้สองประการที่อาจเกิดขึ้นกับการตั้งครรภ์ของคุณหากคุณตั้งครรภ์ในเดือนตุลาคมการตั้งครรภ์ของคุณควรจะประมาณ 12 สัปดาห์สิ่งนี้จะพบได้จากการตรวจอัลตร้าซาวด์ที่คุณมี แต่ทารกในครรภ์วัดเพียงห้าสัปดาห์สามวันในห้าสัปดาห์มันไม่ปกติที่จะเห็นการเต้นของหัวใจของทารกในครรภ์เพื่อที่จะไม่ได้ใช้ในการพิจารณาเพื่อทำการวินิจฉัยอย่างไรก็ตามมีความเป็นไปได้ที่คุณจะรู้สึกในภายหลังในวงจรหลังจากของคุณในเดือนตุลาคมหากคุณตั้งครรภ์ในช่วงปลายเดือนพฤศจิกายนต้นเดือนธันวาคมอาจเป็นไปได้ว่าทารกในครรภ์อาจเป็นไปได้และนั่นก็อายุน้อยกว่าที่ควรจะเป็นตามวันที่ของคุณดังนั้นวิธีที่จะบอกความแตกต่างคือการตรวจอัลตร้าซาวด์อีกครั้งและประมาณสองสัปดาห์;จากนั้นคุณควรเห็นหลักฐานบางอย่างของการเต้นของหัวใจของทารกในครรภ์หากการตั้งครรภ์เป็นเรื่องปกติตรงกันข้ามกับความเชื่อที่เป็นที่นิยมผู้หญิงส่วนใหญ่ไม่มีอาการตั้งครรภ์สัญญาณที่น่าเชื่อถือที่สุดของการตั้งครรภ์คือรอบประจำเดือนที่ไม่ได้รับนอกจากนี้การตัดสินจำนวนสัปดาห์ของการตั้งครรภ์ในการทดสอบปัสสาวะนั้นไม่ถูกต้องมากการทดสอบการตั้งครรภ์ได้รับการออกแบบมาเพื่อรับแพทย์แชทฮอร์โมนจาก Whicchatdoctores ในปัสสาวะของคุณอย่างไรก็ตามปัสสาวะของคุณสามารถเจือจางได้ด้วยน้ำในปริมาณที่แตกต่างกันขึ้นอยู่กับเวลาที่คุณทดสอบและปริมาณน้ำของคุณการทดสอบการตั้งครรภ์ในปัสสาวะส่วนใหญ่ขอให้คุณใช้ปัสสาวะในเช้าวันแรกซึ่งมีตัวอย่างที่เข้มข้นที่สุดอย่างไรก็ตามแม้จะอยู่ในข้อ จำกัด เหล่านั้นก็มีข้อผิดพลาดมากมายดังนั้นฉันขอแนะนำในสถานการณ์ของคุณว่าคุณทำซ้ำอัลตร้าซาวด์ในอีก 2 ถึง 3 สัปดาห์ในระหว่างนี้ดูแลตัวเองเป็นอย่างดีสำหรับการตั้งครรภ์โดย
"If you are a doctor, please answer the medical questions based on the patient's description.",Bruised and torn muscles around ribs in auto accident. X-rays showed no fracture or break. Pain is pretty bad.  Does pain radiate to breasts.  When bending which I cannot avoid sometimes I get a shooting burning feeling in the breast on the side that the ribs are bruised,"Thanks for your questioning my opinion you had tissue / muscle injury following that accident as a pulmonologist would like to recheck the X-ray of chest to see if any injury is thereof everything goes fine I would prescribe some analgesics, muscle relaxants and some enzymes so that healing is fast no need to worry that much, I know it's a matter of concern visit a pulmonologist, he can guide youthanksfeel free to ask more questions",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,กล้ามเนื้อช้ำและฉีกขาดรอบซี่โครงในอุบัติเหตุรถยนต์รังสีเอกซ์แสดงให้เห็นว่าไม่มีการแตกหักหรือแตกความเจ็บปวดค่อนข้างแย่ความเจ็บปวดเปล่งประกายไปยังหน้าอกเมื่องอซึ่งฉันไม่สามารถหลีกเลี่ยงได้บางครั้งฉันได้รับความรู้สึกเผาไหม้ที่เต้านมด้านข้างที่ซี่โครงฟกช้ำ,ขอบคุณสำหรับการตั้งคำถามความคิดเห็นของฉันคุณมีอาการบาดเจ็บที่เนื้อเยื่อ / กล้ามเนื้อหลังจากเกิดอุบัติเหตุในฐานะนักปอดที่อยากจะตรวจสอบหน้าอกเอ็กซ์เรย์เพื่อดูว่าการบาดเจ็บใด ๆ ทุกอย่างเป็นไปด้วยดีหรือไม่ฉันจะสั่งยาแก้ปวดกล้ามเนื้อ
"If you are a doctor, please answer the medical questions based on the patient's description.","HELLO i AM 33 YRS OF AGE, IM 510 AND WEIGH 225 POUNDS. I HAVE AN INFECTED WISDOM TOOTH AND IM CURRENTLY IN THE ER AWAITING TO SEE THE DOC. I AM ALLERGIC TO PENICILLIN, WHAT OTHER MEDS ARE OUT THERE THAT WILL WORK JUST AS GOOD AS PENICILLIN FOR MY SITUATION.","Hello, Thanks for consulting ChatDoctorRead your query as you have infected wisdom tooth infection in tooth can be due to some reason like if tooth is carious or decayed tooth with Periapical pathology may be Periapical Abscess or due to Impacted or Partially erupted tooth with Periodontal abscess. If you have infected tooth I will suggest you to consult dentist and go for its treatment Root canal treatment or Extraction of tooth.  In meantime you can do warm saline rinses, you can take Antibiotic like Ofloxacine by consulting with your doctor and Analgesic like Paracetamol or Diploma if you are not allergic with vitamin B supplement. Hope this will help you. Wishing you good health Regards,",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,สวัสดีฉันอายุ 33 ปีฉัน 510 และมีน้ำหนัก 225 ปอนด์ฉันมีฟันภูมิปัญญาที่ติดเชื้อและตอนนี้ฉันอยู่ใน ER เพื่อรอดูเอกสารฉันแพ้เพนิซิลลินยาอื่น ๆ ที่อยู่ที่นั่นจะทำงานได้ดีเท่ากับเพนิซิลลินสำหรับสถานการณ์ของฉัน,สวัสดีขอบคุณสำหรับการให้คำปรึกษา chatdoctorread คำถามของคุณเนื่องจากคุณติดเชื้อที่ติดเชื้อฟันภูมิปัญญาในฟันอาจเป็นเพราะเหตุผลบางอย่างเช่นว่าฟันเป็นฟันผุหรือฟันผุที่มีพยาธิสภาพ periapical อาจเป็นฝีใน periapical หรือเนื่องจากฟันที่ได้รับผลกระทบหรือบางส่วนหากคุณมีฟันที่ติดเชื้อฉันจะแนะนำให้คุณปรึกษาทันตแพทย์และไปรักษารากการรักษาหรือการสกัดฟันในระหว่างนี้คุณสามารถล้างน้ำเกลืออุ่น ๆ คุณสามารถใช้ยาปฏิชีวนะเช่น Ofloxacine โดยปรึกษาแพทย์และยาแก้ปวดเช่นพาราเซตามอลหรือประกาศนียบัตรหากคุณไม่แพ้วิตามินบีเสริมหวังว่าสิ่งนี้จะช่วยคุณได้ขออวยพรให้คุณขอแสดงความนับถือ
"If you are a doctor, please answer the medical questions based on the patient's description.",I brought my son home from nursery this evening and noticed a red spot on his right leg inner thigh since then i have changed my son again and have noticed there are several more appearing some with yellow heads on theyve grown quiet big n look angry red,"HI...by what you quote I feel that it might be an n allergy like a simple urticaria or a rapidly spreading pyoderma as you quote that there are lots of yellow heads appearing. But I want to stress on something very important - Skin conditions are best diagnosed only after seeing directly. I suggest you to upload photographs of the same on this website, so that I can guide you scientifically. Hope my answer was helpful for you.  I am happy to help any time. Further clarifications and consultations on Chat Doctor are welcome. If you do not have any clarifications, you can close the discussion and rate the answer. Wish your kid good health.",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,ฉันพาลูกชายของฉันกลับบ้านจากสถานรับเลี้ยงเด็กในเย็นวันนี้และสังเกตเห็นจุดสีแดงที่ขาด้านขวาขาขวาของเขาตั้งแต่นั้นมาฉันเปลี่ยนลูกชายของฉันอีกครั้งและสังเกตเห็นว่ามีอีกหลายคนปรากฏขึ้นด้วยหัวสีเหลือง,สวัสดี ... โดยสิ่งที่คุณอ้างว่าฉันรู้สึกว่ามันอาจจะเป็นโรคภูมิแพ้เหมือนลมพิษที่เรียบง่ายหรือ pyoderma ที่แพร่กระจายอย่างรวดเร็วในขณะที่คุณอ้างว่ามีหัวสีเหลืองมากมายปรากฏขึ้นแต่ฉันต้องการเน้นสิ่งที่สำคัญมาก - สภาพผิวได้รับการวินิจฉัยที่ดีที่สุดหลังจากเห็นโดยตรงฉันขอแนะนำให้คุณอัปโหลดภาพถ่ายที่เหมือนกันในเว็บไซต์นี้เพื่อที่ฉันจะได้แนะนำคุณทางวิทยาศาสตร์หวังว่าคำตอบของฉันจะเป็นประโยชน์สำหรับคุณฉันยินดีที่จะช่วยเหลือได้ตลอดเวลายินดีต้อนรับคำชี้แจงเพิ่มเติมและการปรึกษาหารือเกี่ยวกับแพทย์แชทหากคุณไม่มีคำชี้แจงใด ๆ คุณสามารถปิดการสนทนาและให้คะแนนคำตอบขอให้ลูกของคุณมีสุขภาพที่ดี
"If you are a doctor, please answer the medical questions based on the patient's description.",Started out with burning sensation after ejaculation and then progressed to burning sensation on and off with slight pains in the penis and groin area that come and go that seemed to be relieved by ibuprofen . also have more frequent urges to pee. The burning after ejaculation is gone but still have the feeling of having to pee constantly.,"Hello appreciate your concernLooking at your description this could be signs of ITII would like further information to help you better libelous age, sex and relevant medical history like diabetes or other metabolic diseaseSince how long you have this problem? I would advise you to consult your doctor for battery of investigations like urine microscopy as well as urine culture and sensitivity testy may require a course of antibiotics depending upon the reportage plenty of fluids which will flush off the urogenital tractMaintain good hygieneThanks for your question wish you a speedy recovery Best wishes",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,เริ่มต้นด้วยการเผาไหม้หลังจากการพุ่งออกมาจากนั้นก็ก้าวหน้าไปสู่การเผาไหม้และปิดด้วยความเจ็บปวดเล็กน้อยในอวัยวะเพศชายและพื้นที่ขาหนีบที่มาและไปที่ดูเหมือนจะโล่งใจโดยไอบูโพรเฟนนอกจากนี้ยังมีการกระตุ้นบ่อยขึ้นเพื่อฉี่การเผาไหม้หลังจากการหลั่งหายไป แต่ก็ยังมีความรู้สึกที่ต้องฉี่อยู่ตลอดเวลา,สวัสดีขอบคุณความกังวลของคุณตามคำอธิบายของคุณนี่อาจเป็นสัญญาณของ ITII ต้องการข้อมูลเพิ่มเติมเพื่อช่วยให้คุณอายุมากขึ้นอายุการใช้ชีวิตและประวัติทางการแพทย์ที่เกี่ยวข้องเช่นโรคเบาหวานหรือโรคเมตาบอลิซึมอื่น ๆ ที่คุณมีปัญหานี้นานแค่ไหน?ฉันขอแนะนำให้คุณปรึกษาแพทย์ของคุณสำหรับการตรวจสอบแบตเตอรี่เช่นกล้องจุลทรรศน์ปัสสาวะเช่นเดียวกับการเพาะเลี้ยงปัสสาวะและความไวในการทดสอบอาจต้องใช้ยาปฏิชีวนะขึ้นอยู่กับของเหลวจำนวนมากที่จะส่งผลกระทบต่อระบบทางเดินอาหารที่ดี
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, My boyfriend has been having stomach pains the past few days, he thought he ate something bad, but now hes unsure. He hasn t really been eating the past few days because the food doesn t seem like it wants to stay down. He feels like he may want to throw up but doesn t, its like he may want to use the bathroom but doesn t really get the urge","Hi ! Good morning. I am Chat Doctor answering your query. If I were your physician, I would advise your boyfriend for a general clinical examination of the abdomen, routine stool test for ova and cyst, a liver function test, and an ultrasound abdomen if considered essential by depending on the clinical and investigative finding. Till that I would advise him some anti-emetic, a proton pump inhibitor, a probiotic, and an anti-spasmodic if need be. He should also go for a high fiber diet and enough liquids if tolerated by him and completely avoid food from outside. Further management would depend on the clinical findings and investigation reports. I hope this information would help you in discussing with your family physician/treating doctor in further management of your problem. Please do not hesitate to ask in case of any further doubts. Thanks for choosing Chat Doctor to clear doubts on your health problems. Wishing you an early recovery. Chat Doctor.",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,สวัสดีแฟนของฉันปวดท้องเมื่อสองสามวันที่ผ่านมาเขาคิดว่าเขากินอะไรที่ไม่ดี แต่ตอนนี้ไม่แน่ใจเขาไม่ได้กินอาหารไม่กี่วันที่ผ่านมาเพราะอาหารดูเหมือนจะไม่อยากอยู่เขารู้สึกเหมือนเขาอาจต้องการที่จะโยน แต่ไม่ได้มันเหมือนเขาอาจต้องการใช้ห้องน้ำ แต่ไม่ได้รับความต้องการจริงๆ,"สวัสดี !สวัสดีตอนเช้า.ฉันกำลังแชทแพทย์ตอบคำถามของคุณถ้าฉันเป็นแพทย์ของคุณฉันจะแนะนำแฟนของคุณสำหรับการตรวจทางคลินิกทั่วไปเกี่ยวกับช่องท้องการทดสอบอุจจาระอุจจาระประจำสำหรับ OVA และถุงการทดสอบการทำงานของตับและช่องท้องอัลตร้าซาวด์หากพิจารณาว่าจำเป็นโดยขึ้นอยู่กับการค้นพบทางคลินิกและการสืบสวนจนกระทั่งฉันจะแนะนำให้เขาต่อต้าน emetic, สารยับยั้งโปรตอนปั๊ม, โปรไบโอติกและการต่อต้านสโปโมโมดิกถ้าจำเป็นเขาควรไปทานอาหารเส้นใยสูงและของเหลวเพียงพอหากได้รับการยอมรับจากเขาและหลีกเลี่ยงอาหารจากภายนอกอย่างสมบูรณ์การจัดการเพิ่มเติมจะขึ้นอยู่กับผลการวิจัยทางคลินิกและรายงานการสอบสวนฉันหวังว่าข้อมูลนี้จะช่วยคุณในการหารือกับแพทย์ประจำครอบครัว/การรักษาแพทย์ในการจัดการปัญหาของคุณต่อไปโปรดอย่าลังเลที่จะถามในกรณีที่มีข้อสงสัยเพิ่มเติมขอบคุณสำหรับการเลือกแพทย์แชทเพื่อล้างข้อสงสัยเกี่ยวกับปัญหาสุขภาพของคุณขออวยพรให้คุณฟื้นตัวก่อนเวลาแชทแพทย์."
"If you are a doctor, please answer the medical questions based on the patient's description.","Im in a lot of pain in my stomach, abdominal pain, and chest pain! I woke up this morning with some swelling in my face, lips swollen! Since October 2008 Ive been having breathing problems, cause i was working around chemicals and fumes! I wa put off work in June 2009 and forgot one important thing my gallbladder was removed in August 2009 with gallstones in it and the doctors thought at that time that my liver and kidney was damaged as well due to the fact of how bad my gallbladder was! But Thank God my liver and kidney at that time was okay! Can someone try to explain to me or try to help me on whats going on with me! Ive been to a few doctors and I feel that no one shouldnt suffer like Im suffering!",HI. Noted the history of gall bladder removal and reports about your kidney and liver that they are normal. This is good news. Now,หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,ฉันปวดท้องมากปวดท้องและอาการเจ็บหน้าอก!เช้านี้ฉันตื่นขึ้นมาพร้อมกับบวมบนใบหน้าริมฝีปากบวม!ตั้งแต่เดือนตุลาคม 2551 ฉันกำลังมีปัญหาการหายใจทำให้ฉันทำงานเกี่ยวกับสารเคมีและควัน!ฉันเลิกทำงานในเดือนมิถุนายน 2552 และลืมสิ่งสำคัญอย่างหนึ่งถุงน้ำดีของฉันถูกลบออกในเดือนสิงหาคม 2552 ด้วยนิ่วในนั้นและแพทย์คิดในเวลานั้นว่าตับและไตของฉันได้รับความเสียหายเช่นกันเนื่องจากความจริงที่ว่าถุงน้ำดีของฉันแย่แค่ไหน!แต่ขอบคุณพระเจ้าตับและไตของฉันในเวลานั้นก็โอเค!ใครช่วยพยายามอธิบายให้ฉันฟังหรือพยายามช่วยฉันในสิ่งที่เกิดขึ้นกับฉัน!ฉันเคยไปหาหมอสองสามคนและฉันรู้สึกว่าไม่มีใครไม่ควรทนทุกข์ทรมานเหมือนฉันกำลังทุกข์ทรมาน!,สวัสดี.บันทึกประวัติของการกำจัดถุงน้ำดีและรายงานเกี่ยวกับไตและตับของคุณว่าเป็นเรื่องปกตินี่เป็นข่าวดีตอนนี้
"If you are a doctor, please answer the medical questions based on the patient's description.","hello recently I have developed a rather sharp pain above my naval. I have looked into a bacterial infection and have been cleaning it with alcohol and to no success. the pain has traveled and hurts in a 3 inch diameter above my groin and to the right a tad. I have also looked into an umbilical hernia but I am a bit skeptical, and I am not sure it is appendicitis.","Hello, Appendicitis is a high probability. The pain in appendicitis begins in the per umbilical region(that is around the naval) and then migrates to an area called as McBirney point that is at the junction of the medial 2/3rd and lateral 1/3rd of a line joining your naval with the anterior superior William spine. This area is roughly the same as you have mentioned. Further evaluation is needed. Blood counts, urine examination and ultrasound scan of the abdomen are required. In appendicitis the blood counts will be high, urine will be normal or show mild hematuria and USG abdomen will show an elongated or enlarged appendix. Treatment is mainly surgical, however in some rare mild cases, medical management with painkillers and antibiotics may be tried.",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,สวัสดีเมื่อเร็ว ๆ นี้ฉันได้พัฒนาความเจ็บปวดที่ค่อนข้างคมชัดเหนือกองทัพเรือของฉันฉันได้ดูการติดเชื้อแบคทีเรียและทำความสะอาดด้วยแอลกอฮอล์และไม่ประสบความสำเร็จความเจ็บปวดได้เดินทางและเจ็บในเส้นผ่านศูนย์กลาง 3 นิ้วเหนือขาหนีบของฉันและไปทางขวาตาดฉันยังมองเข้าไปในไส้เลื่อนสะดือ แต่ฉันก็สงสัยนิดหน่อยและฉันไม่แน่ใจว่ามันเป็นไส้ติ่งอักเสบ,สวัสดีไส้ติ่งอักเสบเป็นความน่าจะเป็นสูงความเจ็บปวดในไส้ติ่งอักเสบเริ่มต้นขึ้นในภูมิภาคสายสะดือ (ที่อยู่รอบ ๆ กองทัพเรือ) จากนั้นย้ายไปยังพื้นที่ที่เรียกว่าเป็นจุด McBirney ที่อยู่ที่ทางแยกของ Medial 2/3rd และด้านข้าง 1/3rd ของสายที่เข้าร่วมกองทัพเรือของคุณพื้นที่นี้ประมาณเดียวกับที่คุณได้กล่าวถึงจำเป็นต้องมีการประเมินเพิ่มเติมจำนวนเลือดการตรวจปัสสาวะและการสแกนอัลตราซาวด์ของช่องท้องเป็นสิ่งจำเป็นในไส้ติ่งอักเสบจำนวนเลือดจะสูงปัสสาวะจะเป็นปกติหรือแสดง hematuria เล็กน้อยและ usg หน้าท้องจะแสดงภาคผนวกยาวหรือขยายการรักษาเป็นส่วนใหญ่การผ่าตัดอย่างไรก็ตามในบางกรณีที่หายากการจัดการทางการแพทย์ด้วยยาแก้ปวดและยาปฏิชีวนะอาจลองใช้
"If you are a doctor, please answer the medical questions based on the patient's description.",My 9 year old daughter is complaining of chest pains.  She says that it feels like something is stuck in her chest. She is pretty healthy although I just took her to the doctor because in the last year there has been rapid weight gain.  She is 95 lbs whereas a year ago she was 68 lbs.  As of yesterday she is 55 inches tall.,"Hi thanks for contacting Chat Doctor... Here your child complaining chest pain... As no specific symptoms like cough, fever etc. present chest x-ray done for investigation .... As she is a small child there might be foreign body ingestion that can lead symptoms .... Auscultation also done . According to cause treatment done ... If foreign body there removed through bronchoscopy if needed ... If no cause identifiable then chance of pain by muscular strain ... As your child gaining weight rapidly investigate for hypothyroidism .... Consult pediatrician for this.  . Take care ....",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,ลูกสาวอายุ 9 ขวบของฉันบ่นว่ามีอาการเจ็บหน้าอกเธอบอกว่ารู้สึกเหมือนมีบางอย่างติดอยู่ในหน้าอกของเธอเธอค่อนข้างแข็งแรงแม้ว่าฉันจะพาเธอไปหาหมอเพราะในปีที่แล้วมีน้ำหนักเพิ่มขึ้นอย่างรวดเร็วเธออายุ 95 ปอนด์ในขณะที่ปีที่แล้วเธออายุ 68 ปอนด์เมื่อวานนี้เธอสูง 55 นิ้ว,สวัสดีขอบคุณสำหรับการติดต่อกับแพทย์แชท ... ที่นี่ลูกของคุณบ่นอาการเจ็บหน้าอก ... เนื่องจากไม่มีอาการเฉพาะเช่นไอไข้ ฯลฯ ปัจจุบันมีการตรวจสอบหน้าอกเพื่อการสอบสวน .... เนื่องจากเธอเป็นเด็กเล็กตามการรักษาที่ทำให้เกิดการรักษา ... หากมีสิ่งแปลกปลอมถูกลบออกผ่าน bronchoscopy หากจำเป็น ... หากไม่มีสาเหตุที่ระบุได้โอกาสของความเจ็บปวดจากความเครียดของกล้ามเนื้อ ... เมื่อลูกของคุณเพิ่มน้ำหนักอย่างรวดเร็วตรวจสอบภาวะไทรอยด์ทำงาน .... ปรึกษากุมารแพทย์สำหรับเรื่องนี้-ดูแล ....
"If you are a doctor, please answer the medical questions based on the patient's description.","my wife is in remission for lupus but is still on prednisilone.she now has adrenal fatigue,but due to taking prednisolone cant have her hormones tested.she has been told to up her prednisolone doseage full stop.she has osteoporosis and does not want to incresase her preds.","Good evening sir. It is very common problem that our body stops secreting natural steroids once we are taking it from outside on a long term basis. A Chat Doctor.  If she is not experiencing any problems like pigmentation, low blood pressure, low blood sugar, I am not too sure how increasing the steroid dose would help. Especially if she has osteoporosis one needs to be careful. If you could provide us with some insight on a",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,ภรรยาของฉันกำลังให้อภัยโรคลูปัส แต่ยังคงอยู่ใน prednisilone ตอนนี้เธอมีความเหนื่อยล้าต่อมหมวกไต แต่เนื่องจากการใช้ prednisolone ไม่สามารถทดสอบฮอร์โมนของเธอได้,สวัสดีตอนเย็นครับเป็นปัญหาที่พบบ่อยมากที่ร่างกายของเราหยุดการหลั่งสเตียรอยด์ตามธรรมชาติเมื่อเรานำมันมาจากภายนอกในระยะยาวหมอแชทหากเธอไม่พบปัญหาใด ๆ เช่นเม็ดสีความดันโลหิตต่ำน้ำตาลในเลือดต่ำฉันก็ไม่แน่ใจว่าการเพิ่มปริมาณสเตียรอยด์จะช่วยได้อย่างไรโดยเฉพาะอย่างยิ่งถ้าเธอมีโรคกระดูกพรุนเราต้องระวังหากคุณสามารถให้ข้อมูลเชิงลึกเกี่ยวกับไฟล์
"If you are a doctor, please answer the medical questions based on the patient's description.","What is he progression of mantle cell lymphoma? My 74 year old husband had only 2 treatments when the oncologist determined the treatment was not working...his platelets were 72 and his WBC was 358,000. They basically told him to go home and die. That was a month ago. He has become steadily weaker. He has an appetite, but cannot eat much at one sitting. He has edema in his feet. He is now complaining of a pain in his upper right quadrant; somewhere around his under arm and radiates to the back of his shoulder blades.We are totally clueless.","Thanks for your question on Chat Doctor. Mentle cell lymphoma is one of the most aggressive tumor known till day. It is resistant to chemotherapy and rapidly worsening in days only. In your husbands' case as he is having right sided back and chest pain, I think he is developing malignant effusion. So better to rule out this by chest x-ray. If effusion than pigtail catheter insertion will help him symptomatically. So get done chest x-ray and pigtail Chat Doctor.  Also discuss end of life issues with him. This will give him more support.",หากคุณเป็นแพทย์โปรดตอบคำถามทางการแพทย์ตามคำอธิบายของผู้ป่วย,"เขามีความก้าวหน้าของมะเร็งต่อมน้ำเหลืองในเซลล์แมนเทิล?สามีอายุ 74 ปีของฉันมีการรักษาเพียง 2 ครั้งเมื่อผู้เชี่ยวชาญด้านเนื้องอกวิทยาระบุว่าการรักษาไม่ทำงาน ... เกล็ดเลือดของเขาอายุ 72 ปีและ WBC ของเขาคือ 358,000โดยทั่วไปแล้วพวกเขาบอกให้เขากลับบ้านและตายนั่นคือเดือนที่ผ่านมาเขาอ่อนแอลงเรื่อย ๆเขามีความอยากอาหาร แต่ไม่สามารถกินได้มากในการนั่งเขามีอาการบวมน้ำที่เท้าของเขาตอนนี้เขากำลังบ่นเรื่องความเจ็บปวดในจตุภาคขวาบนของเขา;ที่ไหนสักแห่งรอบ ๆ ใต้แขนของเขาและเปล่งประกายไปที่ด้านหลังของใบมีดไหล่ของเขาเราไร้เดียงสาโดยสิ้นเชิง",ขอบคุณสำหรับคำถามของคุณเกี่ยวกับแพทย์แชทmentle cell lymphoma เป็นหนึ่งในเนื้องอกที่ก้าวร้าวที่สุดที่รู้จักกันจนถึงวันมันทนต่อการทำเคมีบำบัดและแย่ลงอย่างรวดเร็วในไม่กี่วันเท่านั้นในกรณีของสามีของคุณในขณะที่เขามีอาการปวดหลังและเจ็บหน้าอกฉันคิดว่าเขากำลังพัฒนาน้ำร้ายดีกว่าที่จะแยกแยะสิ่งนี้โดยเอ็กซ์เรย์ทรวงอกหากการไหลของสายสวนผมเปียจะช่วยให้เขามีอาการดังนั้นจงทำเอ็กซเรย์ทรวงอกและหมอผมเปียยังหารือเกี่ยวกับจุดจบของปัญหาชีวิตกับเขาสิ่งนี้จะทำให้เขาได้รับการสนับสนุนมากขึ้น
